"Date","T_treatment","GPP","GPP_SE","LA","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE"
2013-02-09,"ambient",6.1773327026268,0.407092400036544,1.16721957470355,0.0179083003076149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-09,"elevated",6.581747336424,0.585346122033113,1.37237241002785,0.0294316138546276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-10,"ambient",5.3422471320192,0.3477757390926,1.17708800370529,0.018264546328094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-10,"elevated",5.6813496210354,0.490377819554474,1.3877557782364,0.0293948484037625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-11,"ambient",3.7757235515454,0.242426121152663,1.18695643270703,0.0186274392337151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-11,"elevated",4.1739405200142,0.338481325410563,1.40313914644495,0.0293600459305378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-12,"ambient",3.0200263538406,0.190618713617737,1.19682486170877,0.0189965981010203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-12,"elevated",3.3595582013604,0.263387865996648,1.41852251465351,0.0293272134233248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-13,"ambient",6.413081076324,0.452611611584345,1.20669329071051,0.0193716647087674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-13,"elevated",6.9977489567466,0.572137324644532,1.43390588286206,0.0292963575053628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-14,"ambient",7.4276146481862,0.531954439898518,1.21656171971225,0.0197523025224252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-14,"elevated",8.0662945023804,0.660864501981971,1.44928925107061,0.0292674844282465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-15,"ambient",5.5276050462516,0.394428913916641,1.22643014871399,0.0201381956355872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-15,"elevated",6.1273363622718,0.478694817610598,1.46467261927917,0.0292406000657325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-16,"ambient",5.6146388542608,0.406800270798768,1.23629857771573,0.0205290476921908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-16,"elevated",6.211807207008,0.480857789895118,1.48005598748772,0.0292157099078803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-17,"ambient",6.3529630308222,0.467889112371986,1.24616700671747,0.0209245808084795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-17,"elevated",7.0042241413092,0.532783588492878,1.49543935569628,0.0291928190555409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-18,"ambient",6.0134577749922,0.450127049693686,1.2560354357192,0.021324534509438,NA,NA,84.2061554289517,0.0301402975141703,9.24936003884582,0.0119772174598996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-18,"elevated",6.6433406802282,0.502371216290085,1.51082272390483,0.0291719322152052,NA,NA,94.7983095821912,0.0787873747270364,10.8349465029528,0.0294866560374802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
